cod_ibge;ano;obitos menores de 1 Ano;obitos menores de 7 dias;obitos de 28 dias a 364 dias;obitos de 7 a 27 dias;nascidos vivos (por local de residência)
3554904;2018;1;1;0;0;63
3554953;2018;;;;;69
3555000;2018;5;3;1;1;766
3555109;2018;2;0;0;2;119
3555208;2018;;;;;13
3555307;2018;;;;;13
3555356;2018;1;0;1;0;78
3555406;2018;13;9;3;1;1.399
3555505;2018;1;1;0;0;98
3555604;2018;1;0;1;0;94
3555703;2018;;;;;27
3555802;2018;;;;;86
3555901;2018;;;;;20
3556008;2018;2;0;2;0;134
3556107;2018;1;1;0;0;178
3556206;2018;9;3;2;4;1.435
3556305;2018;4;3;1;0;298
3556354;2018;;;;;122
3556404;2018;2;1;1;0;565
3556453;2018;3;3;0;0;752
3556503;2018;25;9;10;6;1.390
3556602;2018;;;;;132
3556701;2018;7;4;3;0;905
3556800;2018;5;2;0;3;235
3556909;2018;;;;;101
3556958;2018;;;;;15
3557006;2018;25;12;11;2;1.667
3557105;2018;8;5;3;0;1.122
3557154;2018;1;0;1;0;26
3557204;2018;;;;;178
3557303;2018;2;1;1;0;137
3500000;2017;4;4;0;0;279
3500105;2017;3;2;1;0;353
3500204;2017;0;0;0;0;41
3500303;2017;7;5;2;0;450
3500402;2017;0;0;0;0;78
3500501;2017;2;0;1;1;228
3500550;2017;0;0;0;0;70
3500600;2017;0;0;0;0;35
3500709;2017;5;3;2;0;560
3500758;2017;0;0;0;0;71
3500808;2017;0;0;0;0;46
3500907;2017;1;0;1;0;47
3501004;2017;4;3;0;1;179
3501103;2017;0;0;0;0;52
3501152;2017;5;1;3;1;243
3501202;2017;0;0;0;0;31
3501301;2017;6;5;1;0;321
3501400;2017;0;0;0;0;40
3501509;2017;0;0;0;0;40
3501608;2017;22;15;3;4;2668
3501707;2017;8;5;3;0;504
3501806;2017;0;0;0;0;46
3501905;2017;5;3;2;0;865
3502002;2017;1;0;0;1;54
3502101;2017;10;5;2;3;662
3502200;2017;1;0;1;0;320
3502309;2017;0;0;0;0;73
3502408;2017;0;0;0;0;56
3502507;2017;3;1;1;1;497
3502606;2017;0;0;0;0;42
3502705;2017;6;4;1;1;354
3502754;2017;4;3;0;1;335
3502804;2017;28;22;4;2;2452
3502903;2017;3;1;0;2;435
3503000;2017;0;0;0;0;79
3503109;2017;3;1;2;0;100
3503158;2017;0;0;0;0;17
3503208;2017;29;13;5;11;2773
3503307;2017;17;13;3;1;1471
3503356;2017;0;0;0;0;14
3503406;2017;0;0;0;0;60
3503505;2017;1;1;0;0;48
3503604;2017;4;2;1;1;139
3503703;2017;0;0;0;0;70
3503802;2017;6;4;2;0;694
3503901;2017;22;13;6;3;1383
3503950;2017;0;0;0;0;18
3504008;2017;9;6;1;2;1252
3504107;2017;21;14;4;3;2067
3504206;2017;1;1;0;0;169
3504305;2017;0;0;0;0;59
3504404;2017;1;1;0;0;155
3504503;2017;14;12;1;1;1279
3504602;2017;0;0;0;0;224
3504701;2017;0;0;0;0;16
3504800;2017;1;0;1;0;82
3504909;2017;0;0;0;0;98
3505005;2017;1;1;0;0;57
3505104;2017;0;0;0;0;92
3505203;2017;5;3;1;1;409
3505302;2017;5;3;0;2;304
3505351;2017;0;0;0;0;85
3505401;2017;0;0;0;0;78
3505500;2017;21;14;6;1;1569
3505609;2017;4;3;1;0;486
3505708;2017;45;25;13;7;5602
3505807;2017;2;0;2;0;281
3505906;2017;10;5;4;1;750
3506003;2017;53;28;15;10;4724
3506102;2017;10;5;1;4;1012
3506201;2017;0;0;0;0;29
3506300;2017;3;2;0;1;145
3506359;2017;16;11;4;1;1052
3506409;2017;2;2;0;0;81
3506508;2017;21;12;6;3;1495
3506607;2017;4;4;0;0;415
3506706;2017;3;1;1;1;167
3506805;2017;3;1;0;2;123
3506904;2017;0;0;0;0;128
3507001;2017;9;7;1;1;796
3507100;2017;4;3;0;1;352
3507159;2017;0;0;0;0;66
3507209;2017;0;0;0;0;13
3507308;2017;0;0;0;0;63
3507407;2017;0;0;0;0;171
3507456;2017;0;0;0;0;45
3507506;2017;24;16;3;5;1735
3507605;2017;20;6;7;7;2190
3507704;2017;0;0;0;0;78
3507753;2017;1;0;1;0;35
3507803;2017;3;0;2;1;323
3507902;2017;2;2;0;0;273
3508009;2017;4;3;0;1;297
3508108;2017;2;0;0;2;185
3508207;2017;0;0;0;0;44
3508306;2017;0;0;0;0;62
3508405;2017;13;10;0;3;781
3508504;2017;10;4;3;3;1259
3508603;2017;7;3;2;2;407
3508702;2017;3;3;0;0;228
3508801;2017;0;0;0;0;221
3508900;2017;0;0;0;0;42
3509007;2017;12;9;2;1;1371
3509106;2017;0;0;0;0;48
3509205;2017;16;7;5;4;1390
3509254;2017;5;2;2;1;503
3509304;2017;1;1;0;0;105
3509403;2017;3;3;0;0;333
3509452;2017;1;1;0;0;72
3509502;2017;138;79;41;18;15504
3509601;2017;12;5;5;2;1059
3509700;2017;5;5;0;0;758
3509809;2017;2;1;1;0;75
3509908;2017;2;1;1;0;184
3509957;2017;4;0;2;2;84
3510005;2017;5;3;2;0;366
3510104;2017;0;0;0;0;17
3510153;2017;2;1;0;1;71
3510203;2017;6;5;0;1;656
3510302;2017;4;2;2;0;302
3510401;2017;10;7;2;1;687
3510500;2017;23;13;8;2;1765
3510609;2017;74;36;28;10;6915
3510708;2017;0;0;0;0;127
3510807;2017;2;0;1;1;312
3510906;2017;0;0;0;0;26
3511003;2017;4;2;2;0;250
3511102;2017;12;5;6;1;1366
3511201;2017;0;0;0;0;95
3511300;2017;2;0;0;2;97
3511409;2017;3;2;1;0;250
3511508;2017;3;2;1;0;508
3511607;2017;6;3;3;0;288
3511706;2017;4;0;2;2;210
3511904;2017;0;0;0;0;110
3512001;2017;3;2;1;0;246
3512100;2017;1;0;0;1;77
3512209;2017;5;3;2;0;427
3512308;2017;2;1;1;0;204
3512407;2017;0;0;0;0;291
3512506;2017;1;0;1;0;74
3512605;2017;0;0;0;0;51
3512704;2017;0;0;0;0;56
3512803;2017;7;3;2;2;740
3512902;2017;0;0;0;0;68
3513009;2017;32;13;9;10;4187
3513108;2017;5;2;2;1;397
3513207;2017;2;1;0;1;125
3513306;2017;0;0;0;0;28
3513405;2017;11;6;3;2;934
3513504;2017;21;10;5;6;1617
3513603;2017;1;1;0;0;240
3513702;2017;3;0;3;0;357
3513801;2017;84;47;25;12;5841
3513850;2017;0;0;0;0;14
3513900;2017;1;1;0;0;113
3514007;2017;2;2;0;0;128
3514106;2017;4;1;1;2;347
3514205;2017;0;0;0;0;24
3514304;2017;3;2;1;0;93
3514403;2017;6;4;2;0;506
3514502;2017;1;1;0;0;140
3514601;2017;0;0;0;0;99
3514700;2017;2;2;0;0;86
3514809;2017;3;2;0;1;210
3514908;2017;3;3;0;0;224
3514924;2017;0;0;0;0;28
3514957;2017;1;0;1;0;19
3515004;2017;49;22;16;11;4257
3515103;2017;5;3;2;0;1019
3515129;2017;0;0;0;0;32
3515152;2017;2;1;0;1;279
3515186;2017;4;2;1;1;468
3515194;2017;0;0;0;0;62
3515202;2017;1;1;0;0;107
3515301;2017;0;0;0;0;35
3515350;2017;2;1;1;0;110
3515400;2017;0;0;0;0;173
3515509;2017;13;4;4;5;790
3515608;2017;0;0;0;0;65
3515657;2017;0;0;0;0;17
3515707;2017;33;13;10;10;2762
3515806;2017;0;0;0;0;17
3515905;2017;0;0;0;0;26
3516002;2017;3;3;0;0;131
3516101;2017;0;0;0;0;31
3516200;2017;43;26;9;8;4957
3516309;2017;32;22;6;4;2891
3516408;2017;33;21;8;4;2296
3516507;2017;1;1;0;0;25
3516606;2017;3;1;1;1;78
3516705;2017;9;6;3;0;519
3516804;2017;0;0;0;0;54
3516853;2017;1;1;0;0;72
3516903;2017;1;1;0;0;123
3517000;2017;1;1;0;0;100
3517109;2017;0;0;0;0;54
3517208;2017;0;0;0;0;151
3517307;2017;1;1;0;0;83
3517406;2017;3;3;0;0;478
3517505;2017;1;0;1;0;234
3517604;2017;12;7;2;3;279
3517703;2017;1;1;0;0;248
3517802;2017;3;2;0;1;69
3517901;2017;2;1;0;1;124
3518008;2017;0;0;0;0;11
3518107;2017;0;0;0;0;94
3518206;2017;4;2;0;2;365
3518305;2017;4;3;1;0;410
3518404;2017;20;12;4;4;1512
3518503;2017;1;1;0;0;156
3518602;2017;5;2;1;2;492
3518701;2017;84;33;25;26;4440
3518800;2017;249;124;71;54;20973
3518859;2017;2;0;1;1;109
3518909;2017;0;0;0;0;53
3519006;2017;0;0;0;0;108
3519055;2017;0;0;0;0;207
3519071;2017;22;12;6;4;3107
3519105;2017;1;1;0;0;137
3519204;2017;1;0;1;0;57
3519253;2017;0;0;0;0;75
3519303;2017;2;1;1;0;500
3519402;2017;0;0;0;0;143
3519501;2017;2;1;1;0;71
3519600;2017;10;4;4;2;735
3519709;2017;13;8;3;2;1221
3519808;2017;3;1;2;0;100
3519907;2017;2;2;0;0;103
3520004;2017;6;4;2;0;296
3520103;2017;0;0;0;0;351
3520202;2017;0;0;0;0;120
3520301;2017;10;7;2;1;368
3520400;2017;5;2;3;0;528
3520426;2017;1;1;0;0;155
3520442;2017;0;0;0;0;285
3520509;2017;33;13;10;10;3168
3520608;2017;1;1;0;0;57
3520707;2017;0;0;0;0;37
3520806;2017;0;0;0;0;34
3520905;2017;3;2;1;0;198
3521002;2017;3;1;2;0;361
3521101;2017;1;0;0;1;104
3521150;2017;0;0;0;0;58
3521200;2017;0;0;0;0;65
3521309;2017;2;1;0;1;194
3521408;2017;2;1;1;0;250
3521507;2017;1;1;0;0;82
3521606;2017;2;0;2;0;77
3521705;2017;7;5;2;0;228
3521804;2017;1;1;0;0;340
3521903;2017;3;1;2;0;178
3522000;2017;0;0;0;0;30
3522109;2017;9;6;0;3;1502
3522158;2017;2;1;1;0;43
3522208;2017;28;11;10;7;2611
3522307;2017;33;15;13;5;2180
3522406;2017;12;5;4;3;1354
3522505;2017;48;22;17;9;4262
3522604;2017;19;10;5;4;794
3522653;2017;0;0;0;0;74
3522703;2017;6;4;2;0;458
3522802;2017;4;2;0;2;191
3522901;2017;4;2;2;0;143
3523008;2017;2;0;0;2;81
3523107;2017;76;34;28;14;5920
3523206;2017;8;4;2;2;632
3523305;2017;2;2;0;0;157
3523404;2017;12;5;5;2;1393
3523503;2017;1;1;0;0;270
3523602;2017;2;1;0;1;176
3523701;2017;4;4;0;0;73
3523800;2017;0;0;0;0;96
3523909;2017;23;11;8;4;2343
3524006;2017;12;5;2;5;839
3524105;2017;3;2;1;0;475
3524204;2017;3;2;1;0;64
3524303;2017;9;7;2;0;765
3524402;2017;36;23;9;4;3034
3524501;2017;0;0;0;0;95
3524600;2017;5;5;0;0;266
3524709;2017;7;3;0;4;803
3524808;2017;4;1;0;3;519
3524907;2017;5;3;1;1;73
3525003;2017;16;8;5;3;1837
3525102;2017;8;6;2;0;609
3525201;2017;3;3;0;0;478
3525300;2017;17;9;5;3;1598
3525409;2017;0;0;0;0;37
3525508;2017;1;0;0;1;146
3525607;2017;1;0;1;0;59
3525706;2017;1;1;0;0;470
3525805;2017;2;1;1;0;61
3525854;2017;0;0;0;0;37
3525904;2017;66;38;15;13;6048
3526001;2017;0;0;0;0;231
3526100;2017;4;1;2;1;280
3526209;2017;2;0;2;0;447
3526308;2017;0;0;0;0;47
3526407;2017;3;2;1;0;329
3526506;2017;1;1;0;0;71
3526605;2017;0;0;0;0;97
3526704;2017;11;6;2;3;1212
3526803;2017;5;2;3;0;836
3526902;2017;29;11;14;4;3595
3527009;2017;1;0;0;1;87
3527108;2017;10;7;2;1;943
3527207;2017;10;4;4;2;1225
3527256;2017;0;0;0;0;19
3527306;2017;12;7;5;0;796
3527405;2017;1;1;0;0;170
3527504;2017;0;0;0;0;25
3527603;2017;4;0;2;2;168
3527702;2017;0;0;0;0;64
3527801;2017;3;1;0;2;66
3527900;2017;0;0;0;0;36
3528007;2017;3;1;1;1;206
3528106;2017;0;0;0;0;76
3528205;2017;1;0;1;0;27
3528304;2017;0;0;0;0;31
3528403;2017;8;6;2;0;671
3528502;2017;10;7;2;1;1042
3528601;2017;1;0;1;0;124
3528700;2017;2;0;1;1;38
3528809;2017;3;1;0;2;164
3528858;2017;0;0;0;0;27
3528908;2017;0;0;0;0;37
3529005;2017;31;15;12;4;3136
3529104;2017;0;0;0;0;12
3529203;2017;1;0;1;0;274
3529302;2017;8;3;2;3;994
3529401;2017;56;28;13;15;5663
3529500;2017;0;0;0;0;80
3529609;2017;1;1;0;0;51
3529658;2017;0;0;0;0;25
3529708;2017;2;0;1;1;262
3529807;2017;3;2;0;1;141
3529906;2017;8;4;2;2;305
3530003;2017;1;1;0;0;30
3530102;2017;2;2;0;0;273
3530201;2017;3;1;1;1;170
3530300;2017;5;4;1;0;704
3530409;2017;0;0;0;0;51
3530508;2017;9;5;3;1;828
3530607;2017;64;26;19;19;6250
3530706;2017;22;15;6;1;1972
3530805;2017;11;6;4;1;1041
3530904;2017;1;0;0;1;50
3531001;2017;0;0;0;0;27
3531100;2017;16;3;7;6;732
3531209;2017;2;1;0;1;81
3531308;2017;8;5;1;2;493
3531407;2017;0;0;0;0;231
3531506;2017;1;0;1;0;228
3531605;2017;0;0;0;0;36
3531704;2017;0;0;0;0;36
3531803;2017;11;7;4;0;922
3531902;2017;2;1;1;0;378
3532009;2017;2;2;0;0;158
3532058;2017;0;0;0;0;53
3532108;2017;1;0;1;0;49
3532157;2017;1;0;0;1;48
3532207;2017;0;0;0;0;56
3532306;2017;1;1;0;0;80
3532405;2017;2;0;2;0;196
3532504;2017;2;2;0;0;88
3532603;2017;0;0;0;0;97
3532702;2017;0;0;0;0;83
3532801;2017;1;0;1;0;83
3532827;2017;2;1;1;0;139
3532843;2017;0;0;0;0;12
3532868;2017;1;0;0;1;11
3532900;2017;1;1;0;0;118
3533007;2017;2;1;1;0;247
3533106;2017;0;0;0;0;24
3533205;2017;0;0;0;0;66
3533254;2017;3;1;1;1;74
3533304;2017;0;0;0;0;29
3533403;2017;8;6;2;0;747
3533502;2017;4;1;2;1;500
3533601;2017;2;1;1;0;89
3533700;2017;1;0;1;0;70
3533809;2017;1;1;0;0;26
3533908;2017;7;4;3;0;672
3534005;2017;0;0;0;0;63
3534104;2017;1;1;0;0;75
3534203;2017;2;2;0;0;79
3534302;2017;2;1;1;0;468
3534401;2017;122;58;35;29;10180
3534500;2017;0;0;0;0;24
3534609;2017;5;3;0;2;335
3534708;2017;8;4;2;2;1350
3534757;2017;0;0;0;0;127
3534807;2017;1;0;1;0;94
3534906;2017;2;0;2;0;107
3535002;2017;1;1;0;0;134
3535101;2017;2;2;0;0;139
3535200;2017;1;1;0;0;89
3535309;2017;5;2;3;0;262
3535408;2017;2;1;1;0;227
3535507;2017;8;4;1;3;602
3535606;2017;1;0;1;0;214
3535705;2017;1;1;0;0;76
3535804;2017;2;0;0;2;317
3535903;2017;1;0;1;0;67
3536000;2017;1;1;0;0;98
3536109;2017;1;1;0;0;84
3536208;2017;2;0;2;0;309
3536257;2017;2;2;0;0;38
3536307;2017;2;2;0;0;197
3536406;2017;0;0;0;0;105
3536505;2017;9;6;1;2;1500
3536570;2017;0;0;0;0;27
3536604;2017;2;2;0;0;81
3536703;2017;5;3;0;2;541
3536802;2017;0;0;0;0;63
3536901;2017;0;0;0;0;16
3537008;2017;1;0;0;1;221
3537107;2017;3;0;2;1;481
3537156;2017;0;0;0;0;34
3537206;2017;2;1;0;1;122
3537305;2017;11;4;3;4;830
3537404;2017;1;0;0;1;270
3537503;2017;2;1;1;0;105
3537602;2017;16;5;6;5;999
3537701;2017;0;0;0;0;63
3537800;2017;9;3;4;2;738
3537909;2017;6;2;2;2;394
3538006;2017;32;20;6;6;2207
3538105;2017;1;1;0;0;162
3538204;2017;1;1;0;0;156
3538303;2017;0;0;0;0;27
3538501;2017;3;1;1;1;155
3538600;2017;1;0;1;0;373
3538709;2017;50;32;9;9;5212
3538808;2017;2;0;1;1;377
3538907;2017;4;3;0;1;290
3539004;2017;1;1;0;0;123
3539103;2017;4;1;2;1;267
3539202;2017;6;5;1;0;339
3539301;2017;12;7;5;0;872
3539400;2017;0;0;0;0;194
3539509;2017;3;2;0;1;475
3539608;2017;0;0;0;0;83
3539707;2017;1;0;1;0;47
3539806;2017;28;12;13;3;1655
3539905;2017;0;0;0;0;68
3540002;2017;5;4;1;0;258
3540101;2017;0;0;0;0;30
3540200;2017;2;0;2;0;563
3540259;2017;0;0;0;0;53
3540309;2017;0;0;0;0;28
3540408;2017;0;0;0;0;45
3540507;2017;0;0;0;0;83
3540606;2017;7;2;3;2;731
3540705;2017;3;1;1;1;558
3540754;2017;6;4;1;1;257
3540804;2017;1;0;1;0;217
3540853;2017;0;0;0;0;14
3540903;2017;0;0;0;0;228
3541000;2017;61;19;20;22;4550
3541059;2017;0;0;0;0;83
3541109;2017;0;0;0;0;47
3541208;2017;3;3;0;0;134
3541307;2017;6;4;1;1;540
3541406;2017;33;24;4;5;3056
3541505;2017;4;2;2;0;422
3541604;2017;7;5;1;1;424
3541653;2017;1;0;1;0;51
3541703;2017;1;0;1;0;155
3541802;2017;0;0;0;0;56
3541901;2017;1;1;0;0;110
3542008;2017;2;0;0;2;88
3542107;2017;1;1;0;0;109
3542206;2017;8;2;4;2;395
3542305;2017;1;0;1;0;45
3542404;2017;1;1;0;0;248
3542503;2017;0;0;0;0;65
3542602;2017;3;2;1;0;786
3542701;2017;2;1;1;0;124
3542800;2017;0;0;0;0;48
3542909;2017;2;1;0;1;130
3543006;2017;7;2;2;3;295
3543105;2017;0;0;0;0;59
3543204;2017;0;0;0;0;47
3543238;2017;1;0;1;0;24
3543253;2017;1;1;0;0;91
3543303;2017;11;8;3;0;1312
3543402;2017;76;33;24;19;8381
3543501;2017;1;0;0;1;67
3543600;2017;0;0;0;0;46
3543709;2017;1;1;0;0;131
3543808;2017;3;2;0;1;99
3543907;2017;28;10;15;3;2345
3544004;2017;2;2;0;0;390
3544103;2017;5;3;1;1;637
3544202;2017;1;0;1;0;106
3544251;2017;3;2;1;0;226
3544301;2017;5;3;2;0;149
3544400;2017;1;1;0;0;39
3544509;2017;0;0;0;0;18
3544608;2017;1;1;0;0;56
3544707;2017;1;0;1;0;27
3544806;2017;0;0;0;0;61
3544905;2017;1;0;1;0;134
3545001;2017;1;1;0;0;202
3545100;2017;2;2;0;0;71
3545159;2017;0;0;0;0;86
3545209;2017;13;8;3;2;1680
3545308;2017;7;6;1;0;530
3545407;2017;1;0;1;0;110
3545506;2017;1;0;1;0;53
3545605;2017;2;1;1;0;184
3545704;2017;0;0;0;0;64
3545803;2017;20;12;4;4;2379
3546009;2017;5;4;0;1;166
3546108;2017;0;0;0;0;17
3546207;2017;0;0;0;0;27
3546256;2017;0;0;0;0;24
3546306;2017;5;4;0;1;394
3546405;2017;6;2;2;2;645
3546504;2017;1;1;0;0;51
3546603;2017;3;3;0;0;444
3546702;2017;1;0;0;1;327
3546801;2017;7;3;2;2;715
3546900;2017;2;2;0;0;94
3547007;2017;0;0;0;0;70
3547106;2017;0;0;0;0;43
3547205;2017;0;0;0;0;21
3547304;2017;19;5;6;8;2123
3547403;2017;1;0;1;0;25
3547502;2017;4;2;2;0;250
3547601;2017;0;0;0;0;259
3547650;2017;0;0;0;0;14
3547700;2017;5;4;1;0;223
3547809;2017;67;21;30;16;9136
3547908;2017;0;0;0;0;74
3548005;2017;3;2;0;1;265
3548054;2017;3;1;2;0;115
3548104;2017;0;0;0;0;62
3548203;2017;2;2;0;0;95
3548302;2017;1;0;1;0;33
3548401;2017;1;0;0;1;59
3548500;2017;51;26;15;10;4758
3548609;2017;1;1;0;0;116
3548708;2017;103;45;37;21;10995
3548807;2017;17;9;6;2;1857
3548906;2017;24;9;9;6;3236
3549003;2017;0;0;0;0;37
3549102;2017;15;10;3;2;1106
3549201;2017;0;0;0;0;23
3549250;2017;0;0;0;0;21
3549300;2017;0;0;0;0;23
3549409;2017;4;3;1;0;572
3549508;2017;2;2;0;0;110
3549607;2017;0;0;0;0;48
3549706;2017;3;3;0;0;712
3549805;2017;51;24;17;10;5490
3549904;2017;92;51;20;21;9739
3549953;2017;1;1;0;0;196
3550001;2017;0;0;0;0;123
3550100;2017;4;4;0;0;523
3550209;2017;7;2;5;0;416
3550308;2017;1860;850;609;401;169922
3550407;2017;1;1;0;0;439
3550506;2017;2;1;1;0;88
3550605;2017;15;9;3;3;1100
3550704;2017;9;6;3;0;1256
3550803;2017;0;0;0;0;89
3550902;2017;3;1;1;1;128
3551009;2017;70;20;20;30;4628
3551108;2017;0;0;0;0;116
3551207;2017;1;0;1;0;52
3551306;2017;0;0;0;0;33
3551405;2017;2;2;0;0;132
3551504;2017;4;1;1;2;630
3551603;2017;0;0;0;0;309
3551702;2017;22;11;6;5;1577
3551801;2017;1;0;0;1;200
3551900;2017;3;1;1;1;189
3552007;2017;1;1;0;0;76
3552106;2017;5;3;1;1;416
3552205;2017;93;52;22;19;9256
3552304;2017;1;1;0;0;100
3552403;2017;36;17;13;6;4035
3552502;2017;47;23;14;10;4603
3552551;2017;0;0;0;0;42
3552601;2017;0;0;0;0;117
3552700;2017;3;1;2;0;218
3552809;2017;58;35;16;7;4548
3552908;2017;0;0;0;0;75
3553005;2017;3;2;0;1;183
3553104;2017;0;0;0;0;71
3553203;2017;1;0;1;0;60
3553302;2017;4;3;0;1;300
3553401;2017;1;1;0;0;248
3553500;2017;2;0;2;0;98
3553609;2017;0;0;0;0;141
3553658;2017;0;0;0;0;18
3553708;2017;7;3;2;2;631
3553807;2017;6;5;0;1;289
3553856;2017;1;1;0;0;95
3553906;2017;0;0;0;0;83
3553955;2017;3;0;1;2;212
3554003;2017;22;13;5;4;1658
3554102;2017;47;27;12;8;4046
3554201;2017;0;0;0;0;77
3554300;2017;4;2;0;2;357
3554409;2017;1;1;0;0;98
3554508;2017;5;3;1;1;530
3554607;2017;1;1;0;0;28
3554656;2017;0;0;0;0;20
3554706;2017;2;2;0;0;104
3554755;2017;0;0;0;0;24
3554805;2017;5;0;5;0;569
3554904;2017;0;0;0;0;68
3554953;2017;1;0;0;1;56
3555000;2017;11;9;2;0;736
3555109;2017;1;1;0;0;142
3555208;2017;1;0;1;0;13
3555307;2017;0;0;0;0;17
3555356;2017;1;0;0;1;94
3555406;2017;18;9;7;2;1278
3555505;2017;1;0;0;1;90
3555604;2017;1;0;1;0;93
3555703;2017;0;0;0;0;16
3555802;2017;0;0;0;0;102
3555901;2017;0;0;0;0;10
3556008;2017;1;1;0;0;142
3556107;2017;2;1;1;0;178
3556206;2017;10;7;1;2;1386
3556305;2017;5;1;3;1;333
3556354;2017;2;2;0;0;114
3556404;2017;6;2;1;3;556
3556453;2017;5;2;3;0;766
3556503;2017;23;9;6;8;1449
3556602;2017;1;0;0;1;118
3556701;2017;9;5;2;2;942
3556800;2017;2;1;1;0;221
3556909;2017;0;0;0;0;112
3556958;2017;1;0;1;0;17
3557006;2017;22;14;6;2;1718
3557105;2017;7;6;0;1;1038
3557154;2017;0;0;0;0;23
3557204;2017;1;0;1;0;188
3557303;2017;1;1;0;0;137
3500000;2016;3;3;0;0;295
3500105;2016;7;2;5;0;377
3500204;2016;0;0;0;0;46
3500303;2016;9;5;0;4;399
3500402;2016;1;0;1;0;74
3500501;2016;2;2;0;0;214
3500550;2016;2;2;0;0;90
3500600;2016;0;0;0;0;34
3500709;2016;10;5;4;1;497
3500758;2016;2;2;0;0;81
3500808;2016;3;2;0;1;47
3500907;2016;1;1;0;0;52
3501004;2016;2;2;0;0;175
3501103;2016;0;0;0;0;32
3501152;2016;4;2;2;0;270
3501202;2016;0;0;0;0;35
3501301;2016;4;2;2;0;329
3501400;2016;0;0;0;0;42
3501509;2016;0;0;0;0;43
3501608;2016;17;3;10;4;2506
3501707;2016;3;2;1;0;464
3501806;2016;0;0;0;0;44
3501905;2016;4;2;1;1;792
3502002;2016;0;0;0;0;55
3502101;2016;10;5;3;2;686
3502200;2016;3;3;0;0;349
3502309;2016;0;0;0;0;83
3502408;2016;2;2;0;0;63
3502507;2016;6;4;1;1;513
3502606;2016;0;0;0;0;47
3502705;2016;10;7;1;2;326
3502754;2016;3;2;1;0;306
3502804;2016;29;21;3;5;2219
3502903;2016;5;1;3;1;452
3503000;2016;0;0;0;0;56
3503109;2016;0;0;0;0;75
3503158;2016;0;0;0;0;15
3503208;2016;22;13;5;4;2745
3503307;2016;18;13;3;2;1504
3503356;2016;0;0;0;0;21
3503406;2016;1;0;0;1;86
3503505;2016;1;1;0;0;40
3503604;2016;0;0;0;0;142
3503703;2016;2;0;1;1;79
3503802;2016;2;1;1;0;667
3503901;2016;22;12;8;2;1436
3503950;2016;0;0;0;0;27
3504008;2016;10;5;2;3;1195
3504107;2016;18;6;8;4;2032
3504206;2016;0;0;0;0;145
3504305;2016;0;0;0;0;63
3504404;2016;0;0;0;0;156
3504503;2016;14;6;5;3;1253
3504602;2016;1;1;0;0;204
3504701;2016;0;0;0;0;17
3504800;2016;0;0;0;0;67
3504909;2016;0;0;0;0;93
3505005;2016;1;1;0;0;54
3505104;2016;1;1;0;0;90
3505203;2016;4;2;1;1;404
3505302;2016;2;1;1;0;308
3505351;2016;0;0;0;0;68
3505401;2016;0;0;0;0;94
3505500;2016;20;11;6;3;1387
3505609;2016;5;2;2;1;461
3505708;2016;44;22;14;8;5429
3505807;2016;3;1;1;1;270
3505906;2016;6;2;2;2;677
3506003;2016;41;24;11;6;4716
3506102;2016;8;4;2;2;902
3506201;2016;0;0;0;0;32
3506300;2016;1;1;0;0;129
3506359;2016;13;5;6;2;1026
3506409;2016;0;0;0;0;74
3506508;2016;23;11;6;6;1355
3506607;2016;1;1;0;0;408
3506706;2016;1;0;1;0;151
3506805;2016;4;4;0;0;142
3506904;2016;1;0;1;0;124
3507001;2016;12;4;5;3;784
3507100;2016;3;2;1;0;361
3507159;2016;1;1;0;0;71
3507209;2016;0;0;0;0;10
3507308;2016;2;2;0;0;56
3507407;2016;2;1;1;0;157
3507456;2016;0;0;0;0;37
3507506;2016;22;14;5;3;1735
3507605;2016;16;7;5;4;2151
3507704;2016;0;0;0;0;67
3507753;2016;0;0;0;0;32
3507803;2016;3;0;2;1;282
3507902;2016;1;1;0;0;294
3508009;2016;3;3;0;0;320
3508108;2016;2;1;0;1;177
3508207;2016;0;0;0;0;55
3508306;2016;0;0;0;0;52
3508405;2016;8;7;1;0;783
3508504;2016;8;4;1;3;1181
3508603;2016;5;3;1;1;410
3508702;2016;0;0;0;0;190
3508801;2016;2;0;1;1;215
3508900;2016;0;0;0;0;28
3509007;2016;12;8;3;1;1331
3509106;2016;0;0;0;0;48
3509205;2016;9;7;1;1;1349
3509254;2016;6;1;2;3;479
3509304;2016;2;0;2;0;82
3509403;2016;2;1;1;0;350
3509452;2016;0;0;0;0;78
3509502;2016;140;60;54;26;15283
3509601;2016;11;5;3;3;1098
3509700;2016;8;5;3;0;765
3509809;2016;0;0;0;0;57
3509908;2016;3;1;1;1;170
3509957;2016;0;0;0;0;71
3510005;2016;9;3;5;1;331
3510104;2016;0;0;0;0;16
3510153;2016;0;0;0;0;64
3510203;2016;8;4;1;3;647
3510302;2016;1;1;0;0;297
3510401;2016;6;2;2;2;683
3510500;2016;20;8;8;4;1765
3510609;2016;71;33;26;12;6965
3510708;2016;2;1;1;0;136
3510807;2016;5;4;0;1;287
3510906;2016;0;0;0;0;24
3511003;2016;4;2;2;0;254
3511102;2016;10;3;4;3;1369
3511201;2016;0;0;0;0;90
3511300;2016;0;0;0;0;98
3511409;2016;2;2;0;0;269
3511508;2016;2;0;2;0;547
3511607;2016;2;1;1;0;260
3511706;2016;1;0;0;1;206
3511904;2016;0;0;0;0;92
3512001;2016;1;1;0;0;219
