cod_ibge;ano;obitos menores de 1 Ano;obitos menores de 7 dias;obitos de 28 dias a 364 dias;obitos de 7 a 27 dias;nascidos vivos (por local de residência)
3535903;2019;;;;;50
3536000;2019;1;0;1;0;99
3536109;2019;2;1;1;0;96
3536208;2019;7;5;1;1;269
3536257;2019;1;1;0;0;30
3536307;2019;;;;;189
3536406;2019;1;1;0;0;108
3536505;2019;24;17;4;3;1.521
3536570;2019;;;;;23
3536604;2019;;;;;75
3536703;2019;5;2;3;0;546
3536802;2019;1;0;0;1;77
3536901;2019;;;;;19
3537008;2019;1;0;1;0;208
3537107;2019;4;1;2;1;501
3537156;2019;;;;;32
3537206;2019;;;;;76
3537305;2019;5;4;1;0;749
3537404;2019;5;3;2;0;276
3537503;2019;3;1;1;1;100
3537602;2019;15;7;7;1;950
3537701;2019;2;0;0;2;60
3537800;2019;5;1;2;2;684
3537909;2019;5;3;2;0;413
3538006;2019;21;13;5;3;2.233
3538105;2019;;;;;129
3538204;2019;;;;;166
3538303;2019;;;;;28
3538501;2019;1;1;0;0;131
3538600;2019;4;1;2;1;329
3538709;2019;52;32;9;11;4.886
3538808;2019;7;4;3;0;352
3538907;2019;7;2;3;2;258
3539004;2019;1;0;1;0;135
3539103;2019;4;4;0;0;265
3539202;2019;2;0;2;0;328
3539301;2019;6;1;4;1;863
3539400;2019;1;1;0;0;168
3539509;2019;5;3;2;0;468
3539608;2019;;;;;54
3539707;2019;;;;;37
3539806;2019;20;7;6;7;1.572
3539905;2019;1;0;0;1;65
3540002;2019;4;3;0;1;224
3540101;2019;;;;;29
3540200;2019;7;7;0;0;527
3540259;2019;1;1;0;0;51
3540309;2019;;;;;35
3540408;2019;2;1;1;0;47
3540507;2019;;;;;95
3540606;2019;14;7;4;3;696
3540705;2019;;;;;550
3540754;2019;2;0;2;0;231
3540804;2019;2;1;1;0;228
3540853;2019;;;;;8
3540903;2019;5;5;0;0;215
3541000;2019;70;25;28;17;4.223
3541059;2019;;;;;76
3541109;2019;;;;;38
3541208;2019;1;0;1;0;115
3541307;2019;3;2;1;0;450
3541406;2019;29;18;8;3;2.763
3541505;2019;2;1;1;0;348
3541604;2019;3;1;2;0;423
3541653;2019;;;;;42
3541703;2019;1;1;0;0;186
3541802;2019;1;1;0;0;48
3541901;2019;4;2;2;0;113
3542008;2019;2;2;0;0;89
3542107;2019;1;0;1;0;121
3542206;2019;7;5;1;1;362
3542305;2019;;;;;51
3542404;2019;2;2;0;0;221
3542503;2019;1;0;0;1;56
3542602;2019;11;6;4;1;865
3542701;2019;2;1;0;1;92
3542800;2019;;;;;40
3542909;2019;1;1;0;0;158
3543006;2019;4;3;1;0;318
3543105;2019;2;1;0;1;84
3543204;2019;;;;;54
3543238;2019;;;;;20
3543253;2019;3;2;0;1;99
3543303;2019;22;11;8;3;1.362
3543402;2019;83;49;17;17;8.151
3543501;2019;1;1;0;0;84
3543600;2019;;;;;56
3543709;2019;1;1;0;0;106
3543808;2019;;;;;96
3543907;2019;22;14;4;4;2.488
3544004;2019;2;1;0;1;414
3544103;2019;4;2;1;1;544
3544202;2019;1;0;1;0;117
3544251;2019;;;;;197
3544301;2019;2;0;0;2;154
3544400;2019;1;0;1;0;24
3544509;2019;;;;;27
3544608;2019;;;;;56
3544707;2019;;;;;27
3544806;2019;1;0;1;0;55
3544905;2019;;;;;119
3545001;2019;;;;;215
3545100;2019;1;0;1;0;76
3545159;2019;1;1;0;0;96
3545209;2019;20;13;5;2;1.674
3545308;2019;3;2;1;0;504
3545407;2019;2;1;1;0;92
3545506;2019;;;;;49
3545605;2019;;;;;151
3545704;2019;2;2;0;0;81
3545803;2019;29;18;4;7;2.163
3546009;2019;;;;;152
3546108;2019;;;;;30
3546207;2019;;;;;24
3546256;2019;1;0;1;0;15
3546306;2019;5;3;1;1;363
3546405;2019;5;4;1;0;605
3546504;2019;3;1;1;1;68
3546603;2019;2;0;1;1;423
3546702;2019;3;3;0;0;325
3546801;2019;6;1;3;2;725
3546900;2019;2;2;0;0;84
3547007;2019;;;;;77
3547106;2019;;;;;29
3547205;2019;;;;;8
3547304;2019;25;12;7;6;2.284
3547403;2019;;;;;28
3547502;2019;4;4;0;0;226
3547601;2019;6;3;2;1;244
3547650;2019;1;1;0;0;16
3547700;2019;1;0;0;1;194
3547809;2019;68;35;20;13;8.956
3547908;2019;1;0;0;1;79
3548005;2019;1;1;0;0;284
3548054;2019;2;2;0;0;110
3548104;2019;;;;;45
3548203;2019;4;4;0;0;78
3548302;2019;;;;;31
3548401;2019;1;0;0;1;32
3548500;2019;42;16;13;13;4.393
3548609;2019;1;1;0;0;110
3548708;2019;101;41;35;25;9.891
3548807;2019;15;7;5;3;1.647
3548906;2019;17;11;2;4;2.938
3549003;2019;;;;;22
3549102;2019;2;1;1;0;25
3549201;2019;;;;;33
3549250;2019;;;;;20
3549300;2019;2;1;1;0;31
3549409;2019;7;1;4;2;547
3549508;2019;1;1;0;0;95
3549607;2019;1;0;0;1;39
3549706;2019;3;3;0;0;655
3549805;2019;50;26;15;9;5.607
3549904;2019;97;48;29;20;9.090
3549953;2019;1;1;0;0;191
3550001;2019;1;1;0;0;99
3550100;2019;2;1;0;1;436
3550209;2019;5;3;0;2;414
3550308;2019;1762;831;539;392;158.391
3550407;2019;4;2;1;1;410
3550506;2019;;;;;95
3550605;2019;14;4;4;6;1.055
3550704;2019;15;9;5;1;1.164
3550803;2019;1;1;0;0;105
3550902;2019;2;2;0;0;141
3551009;2019;63;22;23;18;4.279
3551108;2019;1;0;1;0;112
3551207;2019;;;;;50
3551306;2019;2;1;0;1;36
3551405;2019;4;3;1;0;110
3551504;2019;5;3;2;0;614
3551603;2019;4;2;1;1;292
3551702;2019;21;10;6;5;1.597
3551801;2019;3;1;2;0;200
3551900;2019;3;2;1;0;219
3552007;2019;3;3;0;0;75
3552106;2019;4;0;2;2;458
3552205;2019;96;51;26;19;8.921
3552304;2019;2;0;1;1;89
3552403;2019;32;12;10;10;3.861
3552502;2019;52;21;15;16;4.375
3552551;2019;1;1;0;0;29
3552601;2019;;;;;114
3552700;2019;1;1;0;0;201
3552809;2019;49;25;16;8;4.010
3552908;2019;1;1;0;0;78
3553005;2019;3;3;0;0;201
3553104;2019;1;0;0;1;73
3553203;2019;;;;;50
3553302;2019;1;1;0;0;285
3553401;2019;1;0;0;1;240
3553500;2019;2;1;1;0;100
3553609;2019;1;1;0;0;108
3553658;2019;1;1;0;0;27
3553708;2019;9;4;1;4;564
3553807;2019;4;3;1;0;332
3553856;2019;1;1;0;0;118
3553906;2019;1;1;0;0;87
3553955;2019;3;3;0;0;193
3554003;2019;24;14;1;9;1.585
3554102;2019;34;22;7;5;3.866
3554201;2019;;;;;70
3554300;2019;5;1;3;1;318
3554409;2019;1;1;0;0;95
3554508;2019;9;3;1;5;482
3554607;2019;;;;;20
3554656;2019;;;;;28
3554706;2019;1;1;0;0;99
3554755;2019;;;;;27
3554805;2019;7;4;1;2;580
3554904;2019;1;1;0;0;69
3554953;2019;;;;;61
3555000;2019;4;0;4;0;692
3555109;2019;;;;;128
3555208;2019;;;;;15
3555307;2019;;;;;11
3555356;2019;1;0;0;1;87
3555406;2019;14;4;7;3;1.322
3555505;2019;;;;;67
3555604;2019;2;2;0;0;110
3555703;2019;;;;;23
3555802;2019;1;0;0;1;82
3555901;2019;;;;;12
3556008;2019;2;0;2;0;121
3556107;2019;1;0;1;0;172
3556206;2019;10;8;2;0;1.360
3556305;2019;3;3;0;0;276
3556354;2019;3;1;0;2;101
3556404;2019;5;3;0;2;523
3556453;2019;3;1;2;0;813
3556503;2019;18;6;9;3;1.366
3556602;2019;2;1;1;0;112
3556701;2019;7;1;4;2;929
3556800;2019;2;1;0;1;184
3556909;2019;1;1;0;0;118
3556958;2019;;;;;21
3557006;2019;15;3;6;6;1.604
3557105;2019;8;2;3;3;1.155
3557154;2019;;;;;26
3557204;2019;2;1;0;1;153
3557303;2019;1;0;1;0;146
3500000;2018;8;6;1;1;231
3500105;2018;2;2;0;0;380
3500204;2018;1;0;1;0;46
3500303;2018;3;2;0;1;456
3500402;2018;2;2;0;0;91
3500501;2018;1;1;0;0;192
3500550;2018;1;1;0;0;55
3500600;2018;;;;;27
3500709;2018;9;2;5;2;530
3500758;2018;3;1;0;2;68
3500808;2018;1;1;0;0;59
3500907;2018;;;;;39
3501004;2018;3;2;0;1;185
3501103;2018;2;1;1;0;34
3501152;2018;3;1;0;2;206
3501202;2018;;;;;28
3501301;2018;;;;;316
3501400;2018;;;;;39
3501509;2018;1;1;0;0;52
3501608;2018;29;18;7;4;2.706
3501707;2018;6;3;1;2;448
3501806;2018;2;0;1;1;64
3501905;2018;5;3;1;1;829
3502002;2018;1;0;1;0;45
3502101;2018;8;5;2;1;726
3502200;2018;4;3;1;0;338
3502309;2018;;;;;89
3502408;2018;1;1;0;0;56
3502507;2018;2;1;0;1;435
3502606;2018;;;;;49
3502705;2018;4;2;1;1;352
3502754;2018;4;2;1;1;378
3502804;2018;37;21;12;4;2.388
3502903;2018;3;2;0;1;369
3503000;2018;1;0;1;0;64
3503109;2018;1;0;1;0;88
3503158;2018;1;0;0;1;19
3503208;2018;35;22;6;7;2.812
3503307;2018;21;9;6;6;1.567
3503356;2018;1;0;0;1;22
3503406;2018;1;0;1;0;69
3503505;2018;;;;;49
3503604;2018;3;0;1;2;151
3503703;2018;;;;;85
3503802;2018;5;2;2;1;683
3503901;2018;20;11;5;4;1.365
3503950;2018;;;;;17
3504008;2018;19;12;5;2;1.202
3504107;2018;9;5;4;0;2.132
3504206;2018;1;1;0;0;142
3504305;2018;;;;;60
3504404;2018;3;1;1;1;148
3504503;2018;15;11;3;1;1.335
3504602;2018;2;0;1;1;269
3504701;2018;;;;;16
3504800;2018;;;;;81
3504909;2018;;;;;99
3505005;2018;;;;;45
3505104;2018;1;0;1;0;98
3505203;2018;6;2;1;3;414
3505302;2018;5;3;2;0;349
3505351;2018;;;;;86
3505401;2018;3;2;1;0;81
3505500;2018;21;15;1;5;1.523
3505609;2018;8;3;3;2;496
3505708;2018;47;18;17;12;5.690
3505807;2018;5;3;1;1;295
3505906;2018;7;5;1;1;744
3506003;2018;40;16;18;6;4.687
3506102;2018;17;11;3;3;934
3506201;2018;;;;;24
3506300;2018;1;0;0;1;137
3506359;2018;14;6;4;4;1.043
3506409;2018;;;;;77
3506508;2018;19;9;4;6;1.501
3506607;2018;4;0;2;2;394
3506706;2018;2;1;1;0;164
3506805;2018;4;3;1;0;156
3506904;2018;2;1;0;1;145
3507001;2018;7;6;0;1;843
3507100;2018;1;1;0;0;331
3507159;2018;1;0;0;1;54
3507209;2018;;;;;15
3507308;2018;3;2;1;0;57
3507407;2018;3;1;2;0;148
3507456;2018;;;;;33
3507506;2018;29;12;7;10;1.832
3507605;2018;17;7;8;2;2.238
3507704;2018;;;;;84
3507753;2018;;;;;23
3507803;2018;7;1;4;2;325
3507902;2018;3;2;1;0;336
3508009;2018;3;1;2;0;321
3508108;2018;3;1;2;0;201
3508207;2018;;;;;48
3508306;2018;1;0;1;0;52
3508405;2018;8;6;2;0;741
3508504;2018;12;8;2;2;1.314
3508603;2018;4;2;1;1;438
3508702;2018;2;1;1;0;219
3508801;2018;4;3;1;0;230
3508900;2018;1;1;0;0;40
3509007;2018;9;6;2;1;1.358
3509106;2018;1;0;1;0;49
3509205;2018;7;6;1;0;1.336
3509254;2018;2;0;1;1;475
3509304;2018;;;;;93
3509403;2018;3;2;1;0;339
3509452;2018;2;1;1;0;93
3509502;2018;138;68;43;27;15.132
3509601;2018;5;3;1;1;1.005
3509700;2018;7;3;4;0;756
3509809;2018;;;;;59
3509908;2018;1;1;0;0;186
3509957;2018;;;;;83
3510005;2018;5;2;2;1;341
3510104;2018;;;;;29
3510153;2018;;;;;67
3510203;2018;8;8;0;0;652
3510302;2018;6;2;2;2;320
3510401;2018;5;2;0;3;684
3510500;2018;19;5;7;7;1.838
3510609;2018;65;33;14;18;6.925
3510708;2018;3;0;1;2;116
3510807;2018;4;3;1;0;316
3510906;2018;;;;;20
3511003;2018;6;3;2;1;232
3511102;2018;11;3;5;3;1.343
3511201;2018;;;;;76
3511300;2018;;;;;113
3511409;2018;4;1;2;1;269
3511508;2018;5;4;1;0;518
3511607;2018;2;1;0;1;263
3511706;2018;1;0;1;0;229
3511904;2018;3;2;0;1;114
3512001;2018;1;0;1;0;225
3512100;2018;1;0;0;1;105
3512209;2018;6;4;2;0;503
3512308;2018;3;1;2;0;214
3512407;2018;1;1;0;0;310
3512506;2018;1;0;0;1;54
3512605;2018;;;;;42
3512704;2018;;;;;48
3512803;2018;6;4;2;0;753
3512902;2018;2;1;0;1;97
3513009;2018;32;14;11;7;4.147
3513108;2018;4;4;0;0;408
3513207;2018;2;1;1;0;106
3513306;2018;;;;;26
3513405;2018;11;7;3;1;920
3513504;2018;21;10;7;4;1.621
3513603;2018;3;3;0;0;245
3513702;2018;1;1;0;0;372
3513801;2018;63;35;13;15;5.577
3513850;2018;1;1;0;0;13
3513900;2018;;;;;129
3514007;2018;;;;;96
3514106;2018;3;2;0;1;345
3514205;2018;;;;;16
3514304;2018;2;1;1;0;86
3514403;2018;8;5;2;1;508
3514502;2018;3;1;1;1;135
3514601;2018;1;0;1;0;132
3514700;2018;1;1;0;0;95
3514809;2018;3;1;2;0;239
3514908;2018;3;2;1;0;233
3514924;2018;;;;;34
3514957;2018;;;;;24
3515004;2018;38;19;14;5;4.247
3515103;2018;11;3;7;1;993
3515129;2018;;;;;34
3515152;2018;1;1;0;0;297
3515186;2018;3;3;0;0;467
3515194;2018;2;1;1;0;62
3515202;2018;1;1;0;0;83
3515301;2018;;;;;29
3515350;2018;1;1;0;0;117
3515400;2018;1;0;1;0;209
3515509;2018;1;0;1;0;792
3515608;2018;;;;;57
3515657;2018;1;1;0;0;23
3515707;2018;35;13;11;11;2.748
3515806;2018;;;;;11
3515905;2018;;;;;28
3516002;2018;3;3;0;0;95
3516101;2018;;;;;19
3516200;2018;52;31;15;6;4.939
3516309;2018;42;15;14;13;2.840
3516408;2018;26;9;12;5;2.181
3516507;2018;;;;;37
3516606;2018;1;0;1;0;85
3516705;2018;6;4;2;0;519
3516804;2018;;;;;33
3516853;2018;;;;;60
3516903;2018;1;1;0;0;120
3517000;2018;1;1;0;0;96
3517109;2018;1;1;0;0;54
3517208;2018;4;2;1;1;142
3517307;2018;2;1;0;1;53
3517406;2018;4;1;2;1;452
3517505;2018;;;;;253
3517604;2018;6;4;1;1;263
3517703;2018;2;1;0;1;241
3517802;2018;1;1;0;0;76
3517901;2018;2;1;1;0;115
3518008;2018;;;;;24
3518107;2018;;;;;87
3518206;2018;4;1;3;0;351
3518305;2018;4;2;0;2;424
3518404;2018;13;8;4;1;1.472
3518503;2018;;;;;177
3518602;2018;7;4;2;1;475
3518701;2018;81;30;25;26;4.492
3518800;2018;278;125;100;53;20.985
3518859;2018;;;;;92
3518909;2018;;;;;51
3519006;2018;2;1;1;0;94
3519055;2018;3;2;0;1;202
3519071;2018;22;10;8;4;3.062
3519105;2018;1;1;0;0;142
3519204;2018;3;1;1;1;68
3519253;2018;1;0;1;0;73
3519303;2018;2;0;1;1;524
3519402;2018;;;;;127
3519501;2018;;;;;74
3519600;2018;8;4;2;2;763
3519709;2018;19;7;9;3;1.117
3519808;2018;2;1;0;1;96
3519907;2018;2;2;0;0;107
3520004;2018;4;3;1;0;314
3520103;2018;5;1;4;0;319
3520202;2018;2;1;1;0;148
3520301;2018;5;3;2;0;377
3520400;2018;4;2;1;1;505
3520426;2018;1;0;0;1;172
3520442;2018;2;1;0;1;263
3520509;2018;33;10;17;6;3.335
3520608;2018;2;0;2;0;60
3520707;2018;1;1;0;0;43
3520806;2018;;;;;43
3520905;2018;5;1;1;3;193
3521002;2018;3;0;3;0;339
3521101;2018;2;2;0;0;92
3521150;2018;;;;;84
3521200;2018;1;1;0;0;49
3521309;2018;3;2;1;0;180
3521408;2018;;;;;307
3521507;2018;1;0;1;0;91
3521606;2018;1;0;1;0;59
3521705;2018;6;5;1;0;219
3521804;2018;4;1;2;1;349
3521903;2018;;;;;171
3522000;2018;3;3;0;0;49
3522109;2018;18;5;8;5;1.440
3522158;2018;;;;;45
3522208;2018;28;13;10;5;2.626
3522307;2018;31;18;10;3;2.201
3522406;2018;19;14;2;3;1.388
3522505;2018;58;27;21;10;4.057
3522604;2018;8;5;2;1;842
3522653;2018;;;;;59
3522703;2018;2;1;0;1;488
3522802;2018;3;2;0;1;170
3522901;2018;;;;;86
3523008;2018;;;;;57
3523107;2018;69;31;23;15;6.035
3523206;2018;10;6;1;3;666
3523305;2018;2;2;0;0;202
3523404;2018;21;9;7;5;1.441
3523503;2018;1;0;0;1;252
3523602;2018;3;2;1;0;182
3523701;2018;;;;;73
3523800;2018;2;1;1;0;85
3523909;2018;22;10;6;6;2.241
3524006;2018;6;5;0;1;834
3524105;2018;1;1;0;0;446
3524204;2018;;;;;65
3524303;2018;6;2;4;0;782
3524402;2018;23;10;8;5;2.959
3524501;2018;;;;;96
3524600;2018;1;1;0;0;244
3524709;2018;2;2;0;0;824
3524808;2018;5;4;1;0;498
3524907;2018;1;1;0;0;74
3525003;2018;20;8;7;5;1.714
3525102;2018;4;2;1;1;578
3525201;2018;2;1;1;0;493
3525300;2018;21;13;3;5;1.638
3525409;2018;;;;;50
3525508;2018;1;1;0;0;156
3525607;2018;;;;;48
3525706;2018;5;3;1;1;435
3525805;2018;;;;;60
3525854;2018;;;;;39
3525904;2018;45;20;13;12;6.517
3526001;2018;2;2;0;0;239
3526100;2018;4;2;1;1;280
3526209;2018;3;2;1;0;472
3526308;2018;;;;;48
3526407;2018;9;3;4;2;414
3526506;2018;1;1;0;0;44
3526605;2018;1;0;1;0;96
3526704;2018;11;4;3;4;1.196
3526803;2018;11;6;5;0;814
3526902;2018;32;22;8;2;3.858
3527009;2018;;;;;82
3527108;2018;13;6;6;1;1.011
3527207;2018;13;5;2;6;1.225
3527256;2018;1;1;0;0;21
3527306;2018;9;6;0;3;781
3527405;2018;2;0;2;0;193
3527504;2018;;;;;26
3527603;2018;1;0;0;1;143
3527702;2018;1;0;0;1;64
3527801;2018;1;0;0;1;57
3527900;2018;2;1;1;0;35
3528007;2018;1;0;1;0;206
3528106;2018;;;;;83
3528205;2018;;;;;39
3528304;2018;;;;;25
3528403;2018;8;3;3;2;684
3528502;2018;16;6;7;3;1.134
3528601;2018;1;1;0;0;99
3528700;2018;;;;;34
3528809;2018;2;1;0;1;179
3528858;2018;;;;;39
3528908;2018;;;;;36
3529005;2018;31;20;8;3;3.106
3529104;2018;;;;;12
3529203;2018;3;1;1;1;303
3529302;2018;10;3;3;4;957
3529401;2018;63;29;14;20;5.496
3529500;2018;1;1;0;0;64
3529609;2018;1;0;1;0;31
3529658;2018;;;;;25
3529708;2018;3;1;2;0;269
3529807;2018;1;0;1;0;157
3529906;2018;1;1;0;0;299
3530003;2018;;;;;42
3530102;2018;4;2;0;2;287
3530201;2018;1;1;0;0;168
3530300;2018;4;1;1;2;765
3530409;2018;2;1;0;1;60
3530508;2018;6;3;3;0;806
3530607;2018;85;38;36;11;6.515
3530706;2018;18;8;5;5;2.013
3530805;2018;2;2;0;0;1.045
3530904;2018;;;;;61
3531001;2018;;;;;29
3531100;2018;16;8;5;3;789
3531209;2018;1;0;0;1;61
3531308;2018;2;0;2;0;515
3531407;2018;3;2;1;0;253
3531506;2018;4;3;1;0;216
3531605;2018;1;1;0;0;49
3531704;2018;;;;;37
3531803;2018;7;2;2;3;855
3531902;2018;6;5;1;0;396
3532009;2018;2;1;1;0;182
3532058;2018;;;;;57
3532108;2018;;;;;34
3532157;2018;;;;;34
3532207;2018;1;1;0;0;66
3532306;2018;;;;;68
3532405;2018;2;1;1;0;235
3532504;2018;2;0;0;2;101
3532603;2018;;;;;111
3532702;2018;1;0;1;0;80
3532801;2018;;;;;86
3532827;2018;1;0;0;1;126
3532843;2018;;;;;16
3532868;2018;;;;;17
3532900;2018;1;1;0;0;144
3533007;2018;5;4;0;1;260
3533106;2018;;;;;33
3533205;2018;;;;;59
3533254;2018;1;0;0;1;51
3533304;2018;;;;;35
3533403;2018;10;7;3;0;706
3533502;2018;8;4;2;2;477
3533601;2018;;;;;78
3533700;2018;;;;;61
3533809;2018;1;0;1;0;29
3533908;2018;10;5;3;2;690
3534005;2018;;;;;64
3534104;2018;;;;;70
3534203;2018;;;;;80
3534302;2018;3;3;0;0;448
3534401;2018;112;57;23;32;10.071
3534500;2018;;;;;36
3534609;2018;6;1;2;3;326
3534708;2018;14;5;5;4;1.291
3534757;2018;1;1;0;0;131
3534807;2018;1;1;0;0;99
3534906;2018;;;;;107
3535002;2018;;;;;127
3535101;2018;2;0;2;0;138
3535200;2018;2;0;2;0;91
3535309;2018;6;2;2;2;263
3535408;2018;2;2;0;0;204
3535507;2018;4;3;1;0;619
3535606;2018;2;1;1;0;214
3535705;2018;1;0;0;1;66
3535804;2018;;;;;243
3535903;2018;;;;;43
3536000;2018;;;;;107
3536109;2018;1;0;1;0;80
3536208;2018;2;2;0;0;287
3536257;2018;;;;;35
3536307;2018;1;0;0;1;202
3536406;2018;1;0;0;1;91
3536505;2018;16;9;6;1;1.546
3536570;2018;;;;;28
3536604;2018;;;;;85
3536703;2018;7;3;3;1;582
3536802;2018;;;;;69
3536901;2018;1;1;0;0;35
3537008;2018;1;0;1;0;190
3537107;2018;2;1;0;1;478
3537156;2018;;;;;34
3537206;2018;3;2;0;1;136
3537305;2018;15;9;4;2;749
3537404;2018;3;2;1;0;310
3537503;2018;1;1;0;0;112
3537602;2018;14;9;2;3;963
3537701;2018;2;1;1;0;56
3537800;2018;10;5;2;3;701
3537909;2018;6;4;2;0;393
3538006;2018;25;13;9;3;2.304
3538105;2018;3;1;0;2;139
3538204;2018;2;0;1;1;157
3538303;2018;1;0;1;0;31
3538501;2018;1;1;0;0;147
3538600;2018;1;0;1;0;360
3538709;2018;55;34;11;10;5.025
3538808;2018;1;1;0;0;344
3538907;2018;6;3;3;0;218
3539004;2018;1;0;1;0;127
3539103;2018;2;0;1;1;286
3539202;2018;4;3;1;0;304
3539301;2018;12;6;3;3;887
3539400;2018;2;1;0;1;183
3539509;2018;7;5;0;2;454
3539608;2018;1;0;0;1;73
3539707;2018;1;1;0;0;45
3539806;2018;16;7;6;3;1.680
3539905;2018;;;;;75
3540002;2018;2;1;1;0;236
3540101;2018;;;;;35
3540200;2018;5;4;1;0;574
3540259;2018;1;0;0;1;57
3540309;2018;;;;;25
3540408;2018;1;1;0;0;49
3540507;2018;1;0;0;1;95
3540606;2018;9;6;1;2;690
3540705;2018;1;0;1;0;604
3540754;2018;2;1;1;0;248
3540804;2018;2;1;1;0;194
3540853;2018;;;;;12
3540903;2018;2;0;2;0;216
3541000;2018;60;18;26;16;4.504
3541059;2018;;;;;66
3541109;2018;;;;;52
3541208;2018;3;3;0;0;138
3541307;2018;12;7;2;3;502
3541406;2018;31;13;14;4;3.005
3541505;2018;3;1;1;1;399
3541604;2018;3;0;2;1;436
3541653;2018;;;;;44
3541703;2018;3;1;2;0;164
3541802;2018;;;;;61
3541901;2018;2;2;0;0;134
3542008;2018;2;1;0;1;97
3542107;2018;;;;;106
3542206;2018;2;0;0;2;372
3542305;2018;;;;;54
3542404;2018;3;2;1;0;229
3542503;2018;;;;;49
3542602;2018;10;7;1;2;851
3542701;2018;1;0;1;0;108
3542800;2018;;;;;41
3542909;2018;4;4;0;0;156
3543006;2018;6;3;3;0;337
3543105;2018;;;;;69
3543204;2018;2;1;1;0;43
3543238;2018;;;;;22
3543253;2018;1;0;0;1;90
3543303;2018;12;7;4;1;1.355
3543402;2018;62;32;14;16;8.420
3543501;2018;;;;;74
3543600;2018;1;1;0;0;40
3543709;2018;;;;;121
3543808;2018;1;1;0;0;95
3543907;2018;14;8;1;5;2.469
3544004;2018;3;0;2;1;447
3544103;2018;10;7;2;1;571
3544202;2018;1;0;1;0;124
3544251;2018;3;2;0;1;210
3544301;2018;;;;;144
3544400;2018;;;;;44
3544509;2018;;;;;47
3544608;2018;;;;;66
3544707;2018;;;;;31
3544806;2018;;;;;63
3544905;2018;1;0;1;0;130
3545001;2018;3;1;2;0;226
3545100;2018;;;;;69
3545159;2018;;;;;89
3545209;2018;17;9;5;3;1.710
3545308;2018;11;7;1;3;535
3545407;2018;;;;;114
3545506;2018;;;;;41
3545605;2018;1;0;1;0;146
3545704;2018;2;2;0;0;61
3545803;2018;25;11;9;5;2.360
3546009;2018;3;0;2;1;159
3546108;2018;;;;;24
3546207;2018;;;;;38
3546256;2018;;;;;28
3546306;2018;2;0;2;0;383
3546405;2018;4;3;0;1;590
3546504;2018;1;0;1;0;75
3546603;2018;6;5;0;1;424
3546702;2018;1;1;0;0;335
3546801;2018;9;5;2;2;703
3546900;2018;3;2;0;1;100
3547007;2018;2;1;0;1;94
3547106;2018;;;;;24
3547205;2018;;;;;12
3547304;2018;16;7;8;1;2.241
3547403;2018;;;;;28
3547502;2018;3;0;2;1;245
3547601;2018;2;0;1;1;299
3547650;2018;;;;;19
3547700;2018;1;0;0;1;210
3547809;2018;87;40;35;12;8.971
3547908;2018;1;0;1;0;76
3548005;2018;1;1;0;0;298
3548054;2018;3;3;0;0;109
3548104;2018;;;;;72
3548203;2018;1;0;1;0;86
3548302;2018;;;;;39
3548401;2018;;;;;55
3548500;2018;55;18;24;13;4.580
3548609;2018;1;1;0;0;130
3548708;2018;102;50;29;23;10.768
3548807;2018;17;4;7;6;1.718
3548906;2018;30;19;5;6;3.239
3549003;2018;;;;;28
3549102;2018;9;4;4;1;1.050
3549201;2018;;;;;29
3549250;2018;;;;;26
3549300;2018;;;;;18
3549409;2018;9;5;2;2;573
3549508;2018;4;2;0;2;104
3549607;2018;1;0;0;1;40
3549706;2018;5;4;0;1;679
3549805;2018;49;21;14;14;5.641
3549904;2018;104;48;34;22;9.710
3549953;2018;3;3;0;0;202
3550001;2018;;;;;112
3550100;2018;3;2;1;0;474
3550209;2018;9;5;3;1;411
3550308;2018;1818;820;603;395;165.246
3550407;2018;4;1;2;1;414
3550506;2018;;;;;115
3550605;2018;15;11;1;3;1.064
3550704;2018;8;4;3;1;1.274
3550803;2018;;;;;113
3550902;2018;1;0;1;0;119
3551009;2018;57;21;16;20;4.536
3551108;2018;1;0;0;1;109
3551207;2018;;;;;37
3551306;2018;;;;;45
3551405;2018;2;1;1;0;108
3551504;2018;4;3;1;0;622
3551603;2018;1;1;0;0;344
3551702;2018;16;8;4;4;1.569
3551801;2018;3;2;1;0;216
3551900;2018;4;2;1;1;217
3552007;2018;1;0;1;0;72
3552106;2018;7;4;1;2;396
3552205;2018;97;47;24;26;9.415
3552304;2018;1;1;0;0;117
3552403;2018;35;15;10;10;3.859
3552502;2018;55;31;17;7;4.587
3552551;2018;;;;;43
3552601;2018;4;1;3;0;107
3552700;2018;6;4;2;0;198
3552809;2018;49;28;10;11;4.283
3552908;2018;;;;;81
3553005;2018;1;1;0;0;187
3553104;2018;;;;;68
3553203;2018;;;;;67
3553302;2018;4;3;1;0;271
3553401;2018;2;0;1;1;166
3553500;2018;3;2;1;0;121
3553609;2018;;;;;122
3553658;2018;;;;;26
3553708;2018;4;4;0;0;614
3553807;2018;4;4;0;0;326
3553856;2018;1;0;0;1;125
3553906;2018;1;1;0;0;94
3553955;2018;1;1;0;0;213
3554003;2018;25;13;6;6;1.702
3554102;2018;41;29;10;2;4.046
3554201;2018;1;1;0;0;66
3554300;2018;5;2;2;1;332
3554409;2018;;;;;105
3554508;2018;8;4;3;1;509
3554607;2018;1;1;0;0;23
3554656;2018;;;;;26
3554706;2018;1;0;1;0;115
3554755;2018;;;;;16
3554805;2018;3;1;1;1;529
